id,idade,sexo,escolaridade,estadocivil,ocupacao,tempodeservico,religiao,contatoanterior,lidadiretamente,lida.onde,materialdidatico,prazoatividades,interacaopares,organizacaocurso,import.ajud.tutor,autoavaliacao.x,part.outrocurso,pp001,pp002,pp003,pp004,pp005,pp006,pp007,pp008,pp009,pp010,pp011,pp012,pp013,pp014,pp015,pp016,pp017,pp018,pp019,pp020,pp021,pp022,pp023,pp024,pp025,pp026,pp027,pp028,pp029,pp030,pp031,pp032,pp033,pp034,pp035,pp036,pp037,aprovado,Identificação pessoal com o tema (motivopart),Identificação profissional com o tema (motivopart),Para aquisição de conhecimento na área (motivopart),Pelo fato de o curso ser gratuito (motivopart),Pelo fato de o curso estar vinculado à Universidade (motivopart),Por ser um curso à distância (motivopart),Por ser uma oportunidade de formação continuada (motivopart),Ausência da família (barreiras),Pouca comunicação com os pais (barreiras),Uso de substâncias por familiares (barreiras),Presença de drogas ilícitas no ambiente escolar (barreiras),Proximidade da rede de distribuição de drogas (barreiras),Ausência de limites dos alunos (barreiras),Ausência de colaboração da equipe escolar (barreiras),Ausência de regras no ambiente escolar (barreiras),Possuir alunos interessados na temática (facilitadores),Presença de uma equipe para trabalhar a temática (facilitadores),Estímulo aos alunos (facilitadores),Desenvolvimento de projetos na escola (facilitadores),Apoio aos projetos em desenvolvimento (facilitadores),Presença de regras no ambiente escolar (facilitadores),Promoção de compromisso e confiança (facilitadores),Valorização do ambiente escolar (facilitadores),Participação da comunidade e dos pais no trabalho de prevenção (facilitadores)
9999,47,Feminino,Pós-graduação,Casado (a),Professor (a),27,Católica,Sim,Não,Comunidade,Muito adequado,Flexível,Muito importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,47,Feminino,Pós-graduação,Divorciado (a),Outros,20,Católica,Sim,Sim,Família,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Não,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Discordo,Discordo,Discordo,Discordo,Concordo,Sim,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
10002,50,Feminino,Pós-graduação,Casado (a),Professor (a),25,Católica,Sim,Sim,Comunidade,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo totalmente,Concordo,"Nem discordo, nem concordo",Concordo,Discordo,Discordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo totalmente,Não,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,44,Feminino,Pós-graduação,Casado (a),Professor (a),22,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Importante,Muito organizado,Sempre,"Sim, considero",Não,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,"Nem discordo, nem concordo",Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10009,29,Feminino,Ensino Superior Completo,Solteiro (a),Outros,1,Católica,Sim,Sim,Escola,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
10017,41,Feminino,Pós-graduação,Divorciado (a),Professor (a),8,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Importante,Organizado,Às vezes,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,"Nem discordo, nem concordo",Discordo,Concordo,Concordo,Concordo,Discordo,"Nem discordo, nem concordo",Discordo,Concordo,Discordo,Concordo,Sim,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
10018,50,Feminino,Pós-graduação,Casado (a),Coordenador (a) Pedagógico,1,Católica,Sim,Sim,Família,Muito adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Concordo totalmente,Concordo,Discordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10030,52,Feminino,Ensino Superior Completo,Casado (a),Outros,2,Católica,Sim,Não,Outros,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,"Nem discordo, nem concordo",Discordo totalmente,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Discordo,Concordo,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10040,59,Feminino,Pós-graduação,Casado (a),Professor (a),10,Católica,Sim,Sim,Escola,Muito adequado,Pouco flexível,Importante,Muito organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10046,25,Feminino,Ensino Superior Completo,Solteiro (a),Professor (a),7,Evangélica,Sim,Sim,Escola,Adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,"Nem discordo, nem concordo",Discordo,Concordo,Concordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo,Concordo,Concordo totalmente,"Nem discordo, nem concordo",Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Concordo,Concordo,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10048,28,Feminino,Pós-graduação,Casado (a),Professor (a),4,Católica,Sim,Sim,Escola,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Concordo,Discordo,"Nem discordo, nem concordo",Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo totalmente,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10054,44,Feminino,Pós-graduação,Casado (a),Professor (a),27,Católica,Sim,Não,Escola,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
10077,49,Feminino,Ensino Superior Completo,Casado (a),Professor (a),2,Católica,Não,Sim,Escola,Muito adequado,Flexível,Importante,Muito organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1
10084,51,Feminino,Pós-graduação,Casado (a),Professor (a),30,Católica,Não,Sim,Escola,Adequado,Flexível,Muito importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10088,20,Feminino,Ensino Superior Incompleto,Solteiro (a),Professor (a),3,Católica,Sim,Sim,Amigos,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Concordo,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10093,46,Masculino,Pós-graduação,Casado (a),Professor (a),24,Católica,Não,Sim,Escola,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo totalmente,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10096,46,Feminino,Ensino Superior Completo,Casado (a),Professor (a),6,Católica,Sim,Não,Família,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Sim,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo totalmente,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Sim,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1
10099,42,Feminino,Pós-graduação,Casado (a),Professor (a),20,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Importante,Muito organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Concordo,Discordo,Concordo,Discordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo,Discordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Concordo,Sim,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
10103,35,Feminino,Pós-graduação,Casado (a),Professor (a),12,Católica,Não,Sim,Escola,Muito adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Não,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo totalmente,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1
10120,50,Feminino,Pós-graduação,Casado (a),Professor (a),11,Católica,Sim,Sim,Amigos,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Não,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Sim,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
10121,47,Feminino,Pós-graduação,Casado (a),Professor (a),22,Católica,Não,Sim,Comunidade,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Discordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Sim,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0
10133,58,Feminino,Pós-graduação,Casado (a),Professor (a),15,Católica,Sim,Sim,Outros,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Discordo totalmente,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10144,45,Feminino,Pós-graduação,Casado (a),Professor (a),7,Católica,Sim,Não,Comunidade,Muito adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero",Sim,"Nem discordo, nem concordo",Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,"Nem discordo, nem concordo",Discordo,Discordo,Concordo,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10148,50,Feminino,Pós-graduação,Casado (a),Professor (a),18,Católica,Sim,Sim,Comunidade,Muito adequado,Flexível,Importante,Muito organizado,Sempre,"Não, não considero",Sim,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,"Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10149,49,Feminino,Pós-graduação,Divorciado (a),Professor (a),21,Católica,Sim,Não,Escola,Muito adequado,Flexível,Muito importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,"Nem discordo, nem concordo",Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Não,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
10188,28,Feminino,Ensino Superior Completo,Casado (a),Professor (a),7,Evangélica,Não,Sim,Escola,Adequado,Flexível,Importante,Muito organizado,Às vezes,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,"Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10197,25,Feminino,Ensino Superior Completo,Solteiro (a),Professor (a),1,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,"Nem discordo, nem concordo",Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Não,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10206,55,Masculino,Pós-graduação,Casado (a),Professor (a),22,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Muito importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,"Nem discordo, nem concordo",Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10210,45,Feminino,Pós-graduação,Casado (a),Diretor (a),1,Católica,Não,Não,Outros,Muito adequado,Flexível,Muito importante,Organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Discordo,Concordo,Concordo totalmente,Discordo,Discordo totalmente,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo,"Nem discordo, nem concordo",Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo totalmente,Discordo,Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10211,46,Feminino,Pós-graduação,Casado (a),Professor (a),24,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,Discordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Sim,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
10224,56,Feminino,Pós-graduação,Casado (a),Professor (a),17,Católica,Sim,Sim,Comunidade,Adequado,Flexível,Importante,Muito organizado,Sempre,"Sim, considero",Não,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10238,51,Feminino,Pós-graduação,Casado (a),Professor (a),17,Católica,Não,Não,Comunidade,Adequado,Flexível,Muito importante,Organizado,Às vezes,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,"Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,"Nem discordo, nem concordo",Concordo totalmente,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10263,23,Feminino,Ensino Superior Completo,Solteiro (a),Professor (a),5,Evangélica,Sim,Sim,Amigos,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Discordo totalmente,"Nem discordo, nem concordo",Concordo,Concordo totalmente,Concordo,Discordo,Discordo totalmente,Discordo,Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
